Iteration,Time,Lat,Lon,Vel,Pressure,Temp
1400,112707,13.044295,80.260672,0,-0.773536572,24.66092513
1401,112711,13.044295,80.260672,0,-1.038446357,24.57215624
1402,112715,13.044295,80.260672,0,-1.038446357,24.66092513
1403,112720,13.044295,80.260672,0,-1.038446357,24.57215624
1404,112724,13.044295,80.260672,0,-0.773536572,24.66092513
1405,112729,13.044295,80.260672,0,-1.038446357,24.57215624
1406,112733,13.044295,80.260672,0,-1.038446357,24.57215624
1407,112737,13.044295,80.260672,0,-1.038446357,24.57215624
1408,112742,13.044295,80.260672,0,-1.038446357,24.57215624
1409,112746,13.044295,80.260672,0,-0.773536572,24.66092513
1410,112751,13.044295,80.260672,0,-0.773536572,24.66092513
1411,112755,13.044295,80.260672,0,-0.773536572,24.66092513
1412,112800,13.044295,80.260672,0,-1.038446357,24.57215624
1413,112804,13.044295,80.260672,0,-1.038446357,24.66092513
1414,112809,13.044295,80.260672,0,-0.773536572,24.66092513
1415,112813,13.044295,80.260672,0,-0.773536572,24.66092513
1416,112817,13.044295,80.260672,0,-1.038446357,24.66092513
1417,112822,13.044295,80.260672,0,-0.773536572,24.66092513
1418,112826,13.044295,80.260672,0,-1.038446357,24.66092513
1419,112830,13.044295,80.260672,0,-1.038446357,24.57215624
1420,112835,13.044295,80.260672,0,-1.038446357,24.66092513
1421,112839,13.044295,80.260672,0,-0.773536572,24.66092513
1422,112843,13.044295,80.260672,0,-1.038446357,24.66092513
1423,112848,13.044295,80.260672,0,-1.038446357,24.57215624
1424,112852,13.044295,80.260672,0,-1.038446357,24.66092513
1425,112856,13.044295,80.260672,0,-0.773536572,24.57215624
1426,112901,13.044295,80.260672,0,-1.038446357,24.57215624
1427,112905,13.044295,80.260672,0,-1.038446357,24.57215624
1428,112910,13.044295,80.260672,0,-0.773536572,24.48343009
1429,112914,13.044295,80.260672,0,-1.038446357,24.57215624
1430,112918,13.044295,80.260672,0,-1.038446357,24.57215624
1431,112922,13.044295,80.260672,0,-1.038446357,24.57215624
1432,112925,13.044295,80.260672,0,-0.773536572,24.57215624
1433,112929,13.044295,80.260672,0,-0.773536572,24.57215624
1434,112933,13.044295,80.260672,0,-1.038446357,24.57215624
1435,112936,13.044295,80.260672,0,-1.038446357,24.57215624
1436,112940,13.044295,80.260672,0,-1.038446357,24.57215624
1437,112943,13.044295,80.260672,0,-1.038446357,24.57215624
1438,112947,13.044295,80.260672,0,-1.303356142,24.57215624
1439,112950,13.044295,80.260672,0,-1.038446357,24.57215624
1440,113012,13.044295,80.260672,0,-1.038446357,24.48343009
1441,113017,13.044295,80.260672,0,-0.773536572,24.57215624
1442,113348,13.043829,80.261408,0,-1.038446357,24.39474599
1443,113353,13.043834,80.261392,41,-1.038446357,24.30610321
1444,113357,13.043834,80.261392,0,-1.038446357,24.39474599
1445,113401,13.043834,80.261392,0,-1.038446357,24.39474599
1446,113406,13.043834,80.261392,0,-1.038446357,24.39474599
1447,113410,13.043834,80.261392,0,-1.038446357,24.30610321
1448,113414,13.043839,80.261384,46,-1.038446357,24.39474599
1449,113419,13.043841,80.261384,56,-1.038446357,24.39474599
1450,113423,13.043843,80.261384,51,-0.773536572,24.39474599
1451,113427,13.043843,80.261384,51,-0.773536572,24.39474599
1452,113432,13.043843,80.261384,61,-1.038446357,24.39474599
1453,113436,13.043843,80.261384,51,-1.038446357,24.39474599
1454,113440,13.043841,80.261384,61,-1.038446357,24.39474599
1455,113445,13.043864,80.261392,61,-1.038446357,24.39474599
1456,113449,13.043862,80.261384,0,-1.038446357,24.39474599
1457,113454,13.043874,80.261384,0,-1.038446357,24.39474599
1458,113458,13.04387,80.261392,0,-1.038446357,24.39474599
1459,113502,13.04387,80.261392,0,-0.773536572,24.39474599
1460,113507,13.04387,80.261392,0,-1.038446357,24.48343009
1461,113511,13.04387,80.261392,0,-1.038446357,24.48343009
1462,113516,13.04387,80.261392,0,-1.303356142,24.48343009
1463,113520,13.04387,80.261392,0,-1.038446357,24.48343009
1464,113524,13.04387,80.261392,0,-1.038446357,24.39474599
1465,113529,13.04387,80.261392,0,-1.038446357,24.39474599
1466,113533,13.04387,80.261392,0,-1.038446357,24.48343009
1467,113537,13.04387,80.261392,0,-1.038446357,24.48343009
1468,113542,13.043845,80.26136,46,-0.773536572,24.39474599
1469,113546,13.043843,80.26136,46,-1.303356142,24.48343009
1470,113551,13.043845,80.26136,51,-1.038446357,24.48343009
